"HolderAddress","Balance","PendingBalanceUpdate"
"0x034e6bdef4b5e78d1d6d53ff58c181967c4f0cbd","840.1336374","No"
"0x034fd6a6ada6c1115dc566ee4bbbb7a1a6bc89d4","214.39687204","No"
"0x03510f045df6ef40ad552e9fa929985108d60e74","444.42857143","No"
"0x0351bbb8db62a63c0ce4bf17a4f914d4edfc4210","253.51810622","No"
"0x03527d2e02dec45e463499c9256cdcafdc7c1bf2","138.33","No"
"0x03540571f7a831627ccde0aca8715a104f4ffc03","0.00060543","No"
"0x0358de159c2af5a2d9b0209e31ac75fd5cef31a7","14.093","No"
"0x035a35c444958fda67da546b00a6b1d789fa45a4","0.14694657","No"
"0x035c2e014257d40692fd3a65c74915096162432c","200040.45587899","No"
"0x03654bfb1fc61a778245236ab8108441d703db73","317.1658165","No"
"0x036611dd5093145e2be4560262833332d00a71e2","0.01584723","No"
"0x0368afa9d0980f4eed8583c05240eb2f81047b9b","21.139","No"
"0x0369b71746028c2520c5c851d24e0587e01766f9","2232","No"
"0x036f668fa8f082ad8f84520f3359e70cb47d22cc","6","No"
"0x036fb0d38c70509ca02bd310dc7fbf16900ef815","63383.65157367","No"
"0x0371e2825658986dfee0c2205b7d0ea6e2cab42d","96.70987245","No"
"0x0373dc06fca5425fd8fa5e03dda2165dc28d07d6","1021.29117834","No"
"0x037439fe7dba396209bcb570194e1d90f509bccc","7451.5","No"
"0x037ba175700189f15428a441702ba172777de374","525.06","No"
"0x037cba1d4a94080c79e3caf71619449c0c99a00a","1021.97856229","No"
"0x037ccb56123a91aa89f419813ba07a74af12ead6","217.62559188","No"
"0x037df215ff9f97832f329018210c77cc07b01cfb","6E-08","No"
"0x037fb90b4c735b80ff51cb2f9a8a7f07854db5be","511.981303","No"
"0x03811f12aab15623d23e5773ecfe8b84deb46f47","183.4347445","No"
"0x0381bbb1739978d052a140dc2f35951c70347f3f","192.28763308","No"
"0x03832420806580fdb93bcfcdc2b0e6d37ca783b9","16011.72042363","No"
"0x0386e04386c59c82ae47a42e7fe55942afb19aaf","2084.48944584","No"
"0x0388359661adc98ad94542af4e3859e5e601b7a2","307.18202441","No"
"0x03888ef73e3a10d2f640ac7bb7aa4995b22bd7cc","4566.80849771","No"
"0x038b5b5279a1e846ea0e204196f9f8d1d3c376d8","642.72","No"
"0x038dafb4d5ea8027916be5c6fe0127dd54aa0da8","5858.24","No"
"0x038f14da405feda15dc9ea18bfcd2b722ef497fc","102.74505476","No"
"0x039160f1bcf1fb6906a80ea43a03c059f478b3d6","300.4568816","No"
"0x0393bd0093cc157ea06f660eaed4b6779f1713a0","900","No"
"0x0398a9e580cbeb376ea7c52321d6a303e4d575c2","294.195","No"
"0x03995317d34fb11ec27c3d982093fea884fc4deb","5.5E-07","No"
"0x039c9714aa51aa0ba3de50dc9bb860652a51888a","0.75650665","No"
"0x03a05c4dd78c2387f3a1645e46a0c5cbcef5cd81","63.10414655","No"
"0x03a112051923b06ed981b285d1907d184a00563b","5","No"
"0x03a1837848b68a92c7dda71edc763ef161be9061","2060.03648399","No"
"0x03a673e4a53120a0f6f57e49b202f38553917136","50","No"
"0x03a6b120f0a23fd1d468a47eeb468d7ae8728ce1","3474.42857143","No"
"0x03a8636750bd0fd848856fb2cec639e285e535c4","80.752","No"
"0x03ac0074c0116033e56947af227e2df74d2c0918","2514.03428572","No"
"0x03b0c5d24fce2351d1c46b7ebdcf4005cddefe93","500","No"
"0x03ba3f3193ddd51efd45065c7ef4d91339b89ad1","0.02056889","No"
"0x03ba7a8647c90ca0f2bdea8804cfcec61ccffb38","764.51024598","No"
"0x03bf61421a1fd234d7144336da1fbcb3ae9a08eb","675.41622096","No"
"0x03c02a7e9a29bda32e639e61deabc9c13a6d0856","731.55702778","No"
"0x03c2e4608631dd06350af0cfece27b8b543319d0","191.63764633","No"
"0x03c2f5d7317b1420418bccea6a30c4bebcb1f1f7","115.094","No"
"0x03c61e56730b2f5e89cef914cbfa53afa42f4700","9217.93189931","No"
"0x03c74508b7cd20409dca6de8c561a44468eb8730","785","No"
"0x03d2cf62cbda0e4cef76a0c57b0f7a7e45348ab2","273.92992231","No"
"0x03d48424aead176784167df27894e50fecd20927","100.87500801","No"
"0x03d6968f256d052e9e7777361c3ae4bd266088af","3352.7189065","No"
"0x03dde768bffe326ae64803f5fbe4b1bf09dc5c57","252.67985426","No"
"0x03e0fd00f63947dc1bb67b1687a181092ca9b3b8","2793.64535469","No"
"0x03e66838d8bb549d6d929834d001e156306a6402","5551.66985344","No"
"0x03e6f6b3dcb267de7405e2a6c9de0507282b0d3d","2070.23001003","No"
"0x03e7da72c92abbe3c9c5b180008a999d079ea051","3280.4036907","No"
"0x03ea98ecd684c4513fffdd0c0ee878c4e5f05897","9081.9517285","No"
"0x03eb1136325133fcf867bb4752b1459235840644","387.4321254","No"
"0x03eb9ad48d1db94ff139da0760cf28c152df13bc","1155.03933869","No"
"0x03ec5f2ddc7183e37147ace59f1aed1b930d2e02","134.7300269","No"
"0x03ed7309207450dbdcff27e43747486e93919d2f","143.60212078","No"
"0x03edb695077ef3c5997e3e6226c48a649c30146c","772.59348047","No"
"0x03f1541ae43ee07cf7026f8490cd9d6f6f5ba55e","2747","No"
