HolderAddress,Balance_2021-04-14_23-1,Balance_2021-04-16_20-21,Balance_2021-04-18_11-56,Balance_2021-04-19_17-55,Balance_2021-04-20_17-21,Balance_2021-04-21_17-18,Balance_2021-04-22_16-56,Balance_2021-04-23_21-58,Balance_2021-04-24_8-41,Balance_2021-04-25_17-55,Balance_2021-04-26_20-28,Balance_2021-04-27_19-12,Balance_2021-04-28_20-17,Balance_2021-04-30_13-19,Balance_2021-05-01_9-2,Balance_2021-05-04_20-22,Balance_2021-05-05_18-12,Balance_2021-05-09_9-32
0xf46b372203eb0ac0b432a3de89b22bcc411ac3f9,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903,9404.41487903
0xe31065e76acb99ac77bf67a59cd9b2f5bf80be0d,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655,9387.97702655
0x69d5fe1f4045b029e749f556aad4405cd6250cea,9097.87284602,9097.87284602,9097.87284602,10562.31417595,10562.31417595,10562.31417595,10562.31417595,10562.31417595,10562.31417595,10562.31417595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8bac049f6d328c2fc1d5db5ce54177e587bc2bd2,9084.96765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,2476.77765018,0.0,0.0
0x3c2ee9445b73ae478ba461f7a9e41874f6094789,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8980.258471,8888.30411013,8888.30411013,8888.30411013
0x5a04ed01d379dd2725c368680635c46b30c3ad00,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602,8933.64944602
0xf1326357b5a8687bec2aaaf0e107cbcc9a9f1a47,8889.64311929,8160.39448267,0.0,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8901.72449666,8289.30956215,8289.30956215
0x93bd11b98e012c58d59079a2c7eeb313926a74a1,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0,8889.0
0x1f92fc15bcbeb4dd24eefbead8d7aee409f891dc,8888.0959541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5505383be589ce47ee148fa47f693affdb091132,8709.0,8709.0,8709.0,8709.0,8709.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0,6144.0
0x1e094ed9dfe65b02fd4dd14c046ac6b413d383a2,8661.43862586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6ab92eeab87a35c53a8d56e94ebc093f8056b722,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0,8655.0
0xe5b650e89a1fb09e78021d559685cf660fc46019,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678,8532.65642678
